"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.pmiscience.com/whats-new/what-do-independent-studies-show","text/html; charset=utf-8","200","OK","Indexable","","Discussing Independent Studies on PMI's Smoke-Free Products | PMI Science","73","689","Dr. Gizelle Baker briefly discusses what independent studies analyse in our reduced risk products","97","613","independent studies, research, publication, scientific publication, peer-review, risk reduction","95","What do independent studies show?","33","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/what-do-independent-studies-show","","","","","43628","575","7,770","2","","18","3","0,730","48","29","6","6","","","","","b7e3799b45be441ccaa897e9bc1c0dda","1,249","","","","https://www.pmiscience.com/whats-new/what-do-independent-studies-show"
"https://www.pmiscience.com/whats-new/what-are-toxicology-and-systems-toxicology","text/html; charset=utf-8","200","OK","Indexable","","What are toxicology and systems toxicology | PMI Science","56","513","Dr. Davide Sciuscio, PhD in Toxciology, describes how systems toxicology is an application of toxicology.","105","655","toxicology, systems toxicology, systems biology, difference","59","What is toxicology?","19","","0","Virtual tour in the Cube","24","","0","","","","https://www.pmiscience.com/whats-new/what-are-toxicology-and-systems-toxicology","","","","","47369","639","8,199","2","","26","5","1,220","55","31","6","6","","","","","2a5d035cd7c05788b87996cbb2e2876f","1,301","","","","https://www.pmiscience.com/whats-new/what-are-toxicology-and-systems-toxicology"
"https://www.pmiscience.com/whats-new/tobacco-harm-reduction-heated-tobacco-FAQ","text/html; charset=utf-8","200","OK","Indexable","","Tobacco Harm Reduction | PMI Science","36","351","Dr. Gizelle Baker explains the basics of heated tobacco products and how they factor in to tobacco harm reduction.","114","722","Gizelle Baker, tobacco harm reduction, IQOS, heated tobacco product, heat-not-burn, youth, initiation, vape, e-cigarette","120","Tobacco harm reduction","22","","0","","0","How do they work?","17","","","","https://www.pmiscience.com/whats-new/tobacco-harm-reduction-heated-tobacco-FAQ","","","","","68431","1799","16,437","1","","41","4","0,980","91","39","13","12","","","","","ab339724c22c6a58c4b4f08bae38c59c","0,260","","","","https://www.pmiscience.com/whats-new/tobacco-harm-reduction-heated-tobacco-FAQ"
"https://www.pmiscience.com/whats-new/the-toxicological-crystal-ball-eurotox-2019-predicting-chemical-effects-bias","text/html; charset=utf-8","200","OK","Indexable","","Conclusions across Studies - Eurotox 2019 | PMI Science","55","505","PMIScience attended the 55th annual Congress of the European Societies of Toxicology - Eurotox for short.","105","677","","0","The toxicological crystal ball","30","","0","","0","Three categories of toxicology: in silico, in vitro, and in vivo","64","","","","https://www.pmiscience.com/whats-new/the-toxicological-crystal-ball-eurotox-2019-predicting-chemical-effects-bias","","","","","55224","1218","13,184","2","","28","3","0,730","69","35","7","7","","","","","c635a234b0bfc0dc4886e6a8744e6608","1,243","","","","https://www.pmiscience.com/whats-new/the-toxicological-crystal-ball-eurotox-2019-predicting-chemical-effects-bias"
"https://www.pmiscience.com/whats-new/the-difference-between-switching-to-iqos-and-continuing-to-smoke-cigarettes","text/html; charset=utf-8","200","OK","Indexable","","The difference between switching to IQOS and continuing to smoke cigarettes | PMI Science","89","812","Response to the article entitled “PMI’s own in vivo clinical data on biomarkers of potential harm in Americans show that IQOS is not detectably different from conventional cigarettes,” by Stanton Glantz, 2018","208","1290","","0","The difference between switching to IQOS and continuing to smoke cigarettes","75","","0","The Difference between Switching to IQOS and Continued Smoking","62","","0","","","","https://www.pmiscience.com/whats-new/the-difference-between-switching-to-iqos-and-continuing-to-smoke-cigarettes","","","","","51217","1652","20,587","2","","12","2","0,490","46","31","7","7","","","","","852d04728c7cbf288602a77116386a50","0,236","","","","https://www.pmiscience.com/whats-new/the-difference-between-switching-to-iqos-and-continuing-to-smoke-cigarettes"
"https://www.pmiscience.com/whats-new/the-decade-of-disruption","text/html; charset=utf-8","200","OK","Indexable","","The Decade of Disruption Documentary | PMI Science","50","474","Science and technology can and must play a role in creating a smoke-free future. We are developing a portfolio of smoke-free products for adult smokers with the stated objective to decrease the impact smoking has on public health.","230","1459","","0","The decade of disruption","24","","0","The results of our NCT01970995 clinical study","45","","0","","","","https://www.pmiscience.com/whats-new/the-decade-of-disruption","","","","","45922","701","9,486","2","","10","3","0,730","46","30","8","8","","","","","2adad162f55bd747a0a24f225c9e813d","1,542","","","","https://www.pmiscience.com/whats-new/the-decade-of-disruption"
"https://www.pmiscience.com/whats-new/the-combustion-demo","text/html; charset=utf-8","200","OK","Indexable","","The combustion demo | PMI Science","33","322","Using nitrogen to show that a cigarette combusts while Platform 1 does not","74","468","combustion, cigarette, Platform 1, nitrogen, air, demonstration, smoke, aerosol","79","The combustion demo","19","","0","Related Articles","16","","0","","","","https://www.pmiscience.com/whats-new/the-combustion-demo","","","","","47970","938","11,280","2","","22","3","0,730","54","30","6","6","","","","","e57c1b6f1756a660c42b607fb0c392a1","1,260","","","","https://www.pmiscience.com/whats-new/the-combustion-demo"
"https://www.pmiscience.com/whats-new/the-aerosol-demo","text/html; charset=utf-8","200","OK","Indexable","","The aerosol demo | PMI Science","30","288","The aerosol demo - Demonstrating the basics of heating versus burning
","70","453","Aerosol, Platform 1, smoke, cigarette, video, demo, demonstration, The Aerosol Demo, machine, technology","104","The aerosol demo","16","","0","What does the Aerosol Demo do?","30","How it works","12","","","","https://www.pmiscience.com/whats-new/the-aerosol-demo","","","","","50804","1058","12,298","2","","24","4","0,980","59","34","6","6","","","","","7a03f7ed6815694d8cde33ffd858672d","1,315","","","","https://www.pmiscience.com/whats-new/the-aerosol-demo"
"https://www.pmiscience.com/whats-new/technology-update-platform-4","text/html; charset=utf-8","200","OK","Indexable","","Technology Update- Platform 4 | PMI Science","43","402","","0","0","","0","Technology Update: Platform 4","29","","0","Related Articles","16","","0","","","","https://www.pmiscience.com/whats-new/technology-update-platform-4","","","","","44889","501","6,438","2","","24","4","0,980","56","29","6","6","","","","","a646aee31c2829c7187eb07e22390e9c","1,335","","","","https://www.pmiscience.com/whats-new/technology-update-platform-4"
"https://www.pmiscience.com/whats-new/technology-update-platform-1","text/html; charset=utf-8","200","OK","Indexable","","Technology Update- Platform 1 | PMI Science","43","402","Our latest developments on Platform 1 include several key improvements in quality and reliability of the holder and charger. ","125","775","","0","Technology Update: Platform 1","29","","0","Specification changes","21","Increased robustness","20","","","","https://www.pmiscience.com/whats-new/technology-update-platform-1","","","","","41036","601","8,946","2","","11","4","0,980","42","29","6","6","","","","","32469a7c88085809c56b9af27ba6882e","2,619","","","","https://www.pmiscience.com/whats-new/technology-update-platform-1"
"https://www.pmiscience.com/whats-new/tar-an-outdated-concept-that-can-mislead-consumers","text/html; charset=utf-8","200","OK","Indexable","","Tar - An Outdated Concept that Can Mislead Consumers | PMI Science","66","627","Considering recent news about the Korean Food and Drug Administration’s (KFDA) report on Platform 1, we think now is a good time to review the concept of “tar.” ","161","1023","tar, Philip Morris International, Scientific Update, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, GLP, GCP, e-vapor, Platform 1, IQOS, Korea, KFDA, NFDPM, cigarettes, compared","294","“Tar” – An outdated concept that can mislead consumers","54","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/tar-an-outdated-concept-that-can-mislead-consumers","","","","","57484","1118","11,758","2","","34","3","0,730","74","33","8","8","","","","","a4629d91e3bc3be33aa9a542d40cebaa","0,224","","","","https://www.pmiscience.com/whats-new/tar-an-outdated-concept-that-can-mislead-consumers"
"https://www.pmiscience.com/whats-new/switching-from-menthol-cigarettes-to-menthol-platform-1-could-reduce-disease-risk","text/html; charset=utf-8","200","OK","Indexable","","Switching from menthol cigarettes to menthol Platform 1 could reduce disease risk | PMI Science","95","848","A clinical investigation analyzing biomarkers of exposure and potential harm","76","475","menthol, switching, cigarette, Platform 1, disease risk, biomarker, research, clinical study","92","Switching from menthol cigarettes to menthol Platform 1 could reduce disease risk","81","","0","Assessing risk reduction","24","Measuring reduced exposure","26","","","","https://www.pmiscience.com/whats-new/switching-from-menthol-cigarettes-to-menthol-platform-1-could-reduce-disease-risk","","","","","49622","1047","13,133","2","","17","3","0,730","55","33","6","6","","","","","ea036802c29befa7b0d1edeea06c1820","1,257","","","","https://www.pmiscience.com/whats-new/switching-from-menthol-cigarettes-to-menthol-platform-1-could-reduce-disease-risk"
"https://www.pmiscience.com/whats-new/summary-of-the-evidence-iqos-reduced-exposure","text/html; charset=utf-8","200","OK","Indexable","","Summary response to UCSF on reduced exposure | PMI Science","58","570","We have prepared a point-by-point assessment of the claims made by the authors, and this detailed analysis can be found here.","125","808","","0","Summary Response to UCSF on Reduced Exposure","44","","0","Summary Response to UCSF on Reduced Exposure","44","","0","","","","https://www.pmiscience.com/whats-new/summary-of-the-evidence-iqos-reduced-exposure","","","","","41502","772","11,920","2","","9","3","0,730","40","30","9","8","","","","","6bd52138211ff69c10f3b4e22f442618","1,201","","","","https://www.pmiscience.com/whats-new/summary-of-the-evidence-iqos-reduced-exposure"
"https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-cytotoxic-effects-on-bronchial-epithelial-cells-of-iqos","text/html; charset=utf-8","200","OK","Indexable","","Summary of evidence on the cytotoxic effects on bronchial epithelial cells of IQOS | PMI Science","96","845","We have prepared a point-by-point assessment of the claims made by the authors and this detailed analysis can be found here.","124","804","Philip Morris International, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, GLP, GCP, e-vapor, Platform 1, IQOS, cigarettes, compared","250","Summary of evidence on the cytotoxic effects on bronchial epithelial cells of IQOS","82","","0","Summary of Evidence on the Cytotoxic Effects on Bronchial Epithelial Cells of IQOS","82","","0","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-cytotoxic-effects-on-bronchial-epithelial-cells-of-iqos","","","","","41817","685","10,438","2","","8","2","0,490","39","28","8","7","","","","","1a28012c13bcc27604f8629af9bb01ef","1,107","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-cytotoxic-effects-on-bronchial-epithelial-cells-of-iqos"
"https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-absence-of-hepatotoxicity-of-iqos-response","text/html; charset=utf-8","200","OK","Indexable","","Summary of evidence on the absence of hepatotoxicity of IQOS response | PMI Science","83","774","We have prepared a point-by-point assessment of the claims made by the authors and this detailed analysis can be found here.","124","804","Philip Morris International, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, GLP, GCP, e-vapor, Platform 1, IQOS, cigarettes, compared","250","Summary of evidence on the absence of hepatotoxicity of IQOS response","69","","0","Summary of Evidence on the Absence of Hepatotoxicity of IQOS","60","","0","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-absence-of-hepatotoxicity-of-iqos-response","","","","","41390","597","8,877","2","","8","2","0,490","42","29","8","7","","","","","4f22ffdb083b8500b5c5abc55226a5ef","1,352","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-on-the-absence-of-hepatotoxicity-of-iqos-response"
"https://www.pmiscience.com/whats-new/summary-of-evidence-iqos-effect-on-vascular-endothelial-function","text/html; charset=utf-8","200","OK","Indexable","","Summary of Evidence of Effects of IQOS on Endothelial Function | PMI Science","76","698","We have prepared a point-by-point assessment of the claims made by the authors, and this detailed analysis can be found here.","125","808","","0","Summary response to UCSF on endothelial function","48","","0","Summary Response to UCSF on Endothelial Function","48","","0","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-iqos-effect-on-vascular-endothelial-function","","","","","41634","720","11,128","2","","8","2","0,490","39","30","10","9","","","","","5b8ec43b3f9916ba6e80eaca8f47fb52","1,136","","","","https://www.pmiscience.com/whats-new/summary-of-evidence-iqos-effect-on-vascular-endothelial-function"
"https://www.pmiscience.com/whats-new/submit-your-idea","text/html; charset=utf-8","200","OK","Indexable","","Idea submission portal | PMI Science","36","326","Have a great idea? Get in touch with us!","40","253","","0","Idea submission portal","22","","0","Submit your idea","16","","0","","","","https://www.pmiscience.com/whats-new/submit-your-idea","","","","","42128","466","6,715","2","","16","2","0,490","48","30","7","7","","","","","fa9fbf195e7e444fb5122c84caecaa51","1,206","","","","https://www.pmiscience.com/whats-new/submit-your-idea"
"https://www.pmiscience.com/whats-new/studies-in-japan","text/html; charset=utf-8","200","OK","Indexable","","Studies in Japan | PMI Science","30","273","Dr. Gizelle Baker, Director Global Scientific Engagement, explains our studies in Japan","87","543","long-term studies, study, smoke-free product, product assessment, safety, product use, unintended audiences","107","Studies in Japan","16","","0","Virtual tour in the Cube","24","","0","","","","https://www.pmiscience.com/whats-new/studies-in-japan","","","","","43544","554","7,379","2","","16","2","0,490","49","29","6","6","","","","","d658acaf85870dcdba78a5ceaa7ab99b","1,277","","","","https://www.pmiscience.com/whats-new/studies-in-japan"
"https://www.pmiscience.com/whats-new/specific-smoke-free-regulation","text/html; charset=utf-8","200","OK","Indexable","","The need for specific RRP regulation | PMI Science","50","451","New scientific results require new regulation for scientifically substantiated RRPs","83","504","","0","The need for specific RRP* regulation","37","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/specific-smoke-free-regulation","","","","","39588","634","10,012","2","","42","19","4,650","39","30","6","6","","","","","a4d4c4d1e5e631d7b1f23433f69f404","0,040","","","","https://www.pmiscience.com/whats-new/specific-smoke-free-regulation"
"https://www.pmiscience.com/whats-new/society-for-research-on-nicotine-and-tobacco-(srnt)-2016-annual-meeting","text/html; charset=utf-8","200","OK","Indexable","","Society for Research on Nicotine and Tobacco (SRNT) 2016 Annual Meeting | PMI Science","85","798","","0","0","","0","Society for Research on Nicotine and Tobacco (SRNT) 2016 annual meeting","71","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/society-for-research-on-nicotine-and-tobacco-(srnt)-2016-annual-meeting","","","","","49231","1068","13,429","2","","24","4","0,980","58","31","6","6","","","","","37ad3c0af8b789badc91582733d089b2","1,164","","","","https://www.pmiscience.com/whats-new/society-for-research-on-nicotine-and-tobacco-(srnt)-2016-annual-meeting"
"https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-06","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - The Scientific Update 06 | PMI Science","60","555","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","Philip Morris International, Scientific Update, Good Conversion Practices, MRTP, Modified Risk Tobacco Product, FDA, clinical study, ERS, smoke-free products, best practices, heat-not-burn, heated tobacco products, sbvImprover, INTERVALS, GCP, e-vapor, Platform 1, Platform 2, MESH, Platform 3, CHTP","299","Smoke-Free Products – Scientific Update 06","42","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-06","","","","","46000","548","7,056","2","","25","5","1,220","61","33","7","7","","","","","47be61dad067ab0107184cd7e2618b56","0,227","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-06"
"https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-05","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - Scientific Update 05 | PMI Science","56","516","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","Philip Morris International, Scientific Update, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, sbvImprover, INTERVALS, GLP, GCP, e-vapor, Platform 1","265","Smoke-Free Products – The Scientific Update 05","46","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-05","","","","","48610","519","6,387","2","","46","19","4,650","68","32","7","7","","","","","280369e78ca3d2670a6c20cab3df4a8b","1,262","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-05"
"https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-04","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - Scientific Update 04 | PMI Science","56","516","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","Philip Morris International, Scientific Update, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, sbvImprover, INTERVALS, GLP, GCP, e-vapor, Platform 1","265","Smoke-Free Products – The Scientific Update 04","46","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-04","","","","","47547","711","9,336","2","","39","14","3,420","61","31","8","8","","","","","aed988885eba05d72d2fc0979aefebe7","1,153","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-04"
"https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-03","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - Scientific Update 03 | PMI Science","56","516","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","","0","Smoke-Free Products – The Scientific Update 03","46","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-03","","","","","46650","633","8,264","2","","32","7","1,710","60","33","7","7","","","","","71ae5c10c54d76da629c6f001c054771","1,174","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update-03"
"https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update","text/html; charset=utf-8","200","OK","Indexable","","Smoke-free products - the scientific update May 2017, Issue 2 | PMI Science","75","677","This issue focuses on novel approaches to e-vapor products. Technology and innovation can improve user experience and enhance a product’s potential to present less risk of harm than smoking. Learn about product design and manufacturing behind MESH, the new generation of e-vapor technology.","290","1898","","0","Smoke-Free Products - The Scientific Update 02","46","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update","","","","","46512","591","7,744","2","","30","7","1,710","59","32","7","7","","","","","6a6188068be46a5d2d1b55d5d1f52134","1,225","","","","https://www.pmiscience.com/whats-new/smoke-free-products-the-scientific-update"
"https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-8-nicotine","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - Scientific Update 8 | PMI Science","55","505","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","Philip Morris International, Scientific Update, nicotine, MRTP, Modified Risk Tobacco Product, smoke-free products, heat-not-burn, heated tobacco products, e-vapor, e-cigarette, Platform 1, Platform 2, MESH, Platform 3, Platform 4, CHTP, ths","241","Smoke-Free Products – Scientific Update 08","42","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-8-nicotine","","","","","48370","551","6,702","2","","31","6","1,470","64","35","11","9","","","","","546f8797a8ebca97a5904727a9e3c46f","1,273","","","","https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-8-nicotine"
"https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-07","text/html; charset=utf-8","200","OK","Indexable","","Smoke-Free Products - Scientific Update 07 | PMI Science","56","516","PMI releases its latest Scientific Update for Smoke-Free Products, a regular publication on its research efforts to develop and assess a range of potentially reduced-risk alternatives to cigarettes.","198","1217","Philip Morris International, Scientific Update, Systems Toxicology, in vitro, toxicology, MRTP, Modified Risk Tobacco Product, FDA, smoke-free products, heat-not-burn, heated tobacco products, sbvImprover, INTERVALS, e-vapor, e-cigarette, Platform 1, Platform 2, MESH, Platform 3, Platform 4, CHTP","297","Smoke-Free Products – Scientific Update 07","42","","0","","0","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-07","","","","","46291","542","7,061","2","","26","7","1,710","58","32","9","8","","","","","d5c2bf9b52206acad2280726ba5ccf73","1,195","","","","https://www.pmiscience.com/whats-new/smoke-free-products-scientific-update-07"
"https://www.pmiscience.com/whats-new/smoke-free-future","text/html; charset=utf-8","200","OK","Indexable","","Creating a Smoke-Free Future | PMI Science","42","397","This is the story of how we created our first heated tobacco product, told by some of our key scientists who developed it.","122","755","science, technology, research, development, smoke-free products, evidence, Philip Morris International, Good Clinical Practices, MRTP, Modified Risk Tobacco Product, FDA, systems toxicology, smoke-free products, best practices, heat-not-burn, heated tobacco products, GLP, GCP, e-vapor, Platform 1, IQOS, cigarettes, compared","325","Creating a Smoke-Free Future","28","","0","Our Scientists","14","","0","","","","https://www.pmiscience.com/whats-new/smoke-free-future","","","","","44743","483","6,410","2","","18","3","0,730","52","30","6","6","","","","","7513a69722cd6147f1891f3d3b16b26","1,306","","","","https://www.pmiscience.com/whats-new/smoke-free-future"
